grupo,region,municipio,trabajo,actividad,cumple
Grupo 1 Zona Norte,Bajo Cauca,Tarazá,Daños,Tipo 3,SI
Grupo 1 Zona Norte,Regional Norte,Briceño,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Oriente,Abejorral,Mantenimiento,CPROG - Mantenimiento Correctivo Programable,SI
Grupo 1 Zona Norte,Oriente,Abejorral,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Oriente,Sonsón,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Oriente,San Luis,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Oriente,Nariño,Mantenimiento,CPROG - Mantenimiento Correctivo Programable,SI
Grupo 1 Zona Norte,Oriente,Nariño,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Oriente,Rionegro,Daños,Tipo 4,SI
Grupo 1 Zona Norte,Oriente,Guarne,Daños,Tipo 4,SI
Grupo 1 Zona Norte,Oriente,Guarne,Daños,Tipo 4,SI
Grupo 1 Zona Norte,Oriente,Guarne,Daños,Tipo 4,SI
Grupo 1 Zona Norte,Oriente,El Santuario,Daños,Tipo 4,SI
Grupo 1 Zona Norte,Oriente,Guarne,Daños,Tipo 4,SI
Grupo 1 Zona Norte,Oriente,Guarne,Daños,Tipo 3,SI
Grupo 1 Zona Norte,Oriente,Rionegro,Daños,Tipo 4,SI
Grupo 1 Zona Norte,Oriente,El Carmen de Viboral,Daños,Tipo 4,SI
Grupo 1 Zona Norte,Urabá,Apartadó,Daños,Tipo 4,SI
Grupo 2 Zona Sur,Nordeste y MM,San Roque,Mantenimiento,MP - Mantenimiento Preventivo,NO
Grupo 1 Zona Norte,Urabá,Apartadó,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Nordeste y MM,San Roque,Mantenimiento,MP - Mantenimiento Preventivo,SI
Grupo 1 Zona Norte,Urabá,Apartadó,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Nordeste y MM,San Roque,Mantenimiento,MP - Mantenimiento Preventivo,SI
Grupo 1 Zona Norte,Urabá,Apartadó,Daños,Tipo 4,SI
Grupo 1 Zona Norte,Oriente,San Vicente,Mantenimiento,CPROG - Mantenimiento Correctivo Programable,SI
Grupo 1 Zona Norte,Oriente,El Peñol,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Oriente,El Peñol,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Oriente,Guatapé,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Oriente,San Vicente,Mantenimiento,CPROG - Mantenimiento Correctivo Programable,SI
Grupo 1 Zona Norte,Oriente,Guatapé,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Metro Sur,Envigado,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Metro Sur,Envigado,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Metro Sur,Itagüí,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Urabá,Apartadó,Daños,Tipo 4,SI
Grupo 1 Zona Norte,Urabá,Carepa,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Nordeste y MM,Puerto Nare,Mantenimiento,MP - Mantenimiento Preventivo,NO
Grupo 1 Zona Norte,Urabá,Apartadó,Mantenimiento,MBC - Mantenimiento Basado en Condiciones,SI
Grupo 2 Zona Sur,Nordeste y MM,Puerto Nare,Mantenimiento,MP - Mantenimiento Preventivo,NO
Grupo 2 Zona Sur,Nordeste y MM,Puerto Nare,Mantenimiento,MP - Mantenimiento Preventivo,SI
Grupo 1 Zona Norte,Oriente,Guatapé,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Nordeste y MM,Puerto Nare,Daños,Tipo 2,SI
Grupo 2 Zona Sur,Nordeste y MM,Puerto Berrío,Daños,Tipo 2,SI
Grupo 1 Zona Norte,Urabá,Apartadó,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Occidente,Urrao,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Nordeste y MM,Puerto Nare,Daños,Tipo 3,NO
Grupo 1 Zona Norte,Urabá,Apartadó,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Occidente,Cañasgordas,Daños,Tipo 3,SI
Grupo 1 Zona Norte,Urabá,Apartadó,Daños,Tipo 4,SI
Grupo 1 Zona Norte,Urabá,Necoclí,Daños,Tipo 4,SI
Grupo 1 Zona Norte,Urabá,Chigorodó,Daños,Tipo 4,NO
Grupo 1 Zona Norte,Urabá,San Pedro de Urabá,Daños,Tipo 4,SI
Grupo 1 Zona Norte,Urabá,San Pedro de Urabá,Daños,Tipo 3,SI
Grupo 1 Zona Norte,Urabá,Necoclí,Daños,Tipo 3,SI
Grupo 1 Zona Norte,Urabá,Turbo,Daños,Tipo 3,NO
Grupo 1 Zona Norte,Urabá,Necoclí,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Daños,Tipo 1,SI
Grupo 2 Zona Sur,Metro Sur,Envigado,Mantenimiento,MP - Mantenimiento Preventivo,SI
Grupo 1 Zona Norte,Regional Norte,Yarumal,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,Briceño,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Occidente,Santa Fe de Antioquia,Mantenimiento,MBC - Mantenimiento Basado en Condiciones,NO
Grupo 1 Zona Norte,Regional Norte,Don Matías,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,Yarumal,Mantenimiento,CPROG - Mantenimiento Correctivo Programable,SI
Grupo 1 Zona Norte,Regional Norte,Campamento,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,Campamento,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Mantenimiento,MP - Mantenimiento Preventivo,SI
Grupo 1 Zona Norte,Regional Norte,Don Matías,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,Santa Rosa de Osos,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,Don Matías,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,San Andrés de Cuerquia,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,Don Matías,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,Toledo,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,Ituango,Mantenimiento,PROYE - Proyecto,NO
Grupo 2 Zona Sur,Metro Sur,Medellín,Daños,Tipo 1,SI
Grupo 1 Zona Norte,Regional Norte,Santa Rosa de Osos,Mantenimiento,CPROG - Mantenimiento Correctivo Programable,SI
Grupo 1 Zona Norte,Oriente,Sonsón,Mantenimiento,MG - Mantenimiento General,SI
Grupo 1 Zona Norte,Regional Norte,Toledo,Daños,Tipo 3,SI
Grupo 1 Zona Norte,Regional Norte,Campamento,Daños,Tipo 4,SI
Grupo 1 Zona Norte,Regional Norte,Santa Rosa de Osos,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,San Andrés de Cuerquia,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,Santa Rosa de Osos,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,Ituango,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Urabá,Arboletes,Daños,Tipo 4,NO
Grupo 1 Zona Norte,Urabá,Necoclí,Daños,Tipo 3,NO
Grupo 2 Zona Sur,Metro Sur,Medellín,Mantenimiento,PROYE - Proyecto,SI
